id,text,label,clean_text
1484.0,ஹிந்தி காரன உடனே வெளியேத்தணும் இல்லனா நாட்டுக்கு பெரும் ஆபத்து. கொரோனா விட மோசமானது,1,ஹிந்தி காரன உடனே வெளியேத்தணும் இல்லனா நாட்டுக்கு பெரும் ஆபத்து கொரோனா விட மோசமானது
1416.0,தமிழனிடம் இப்படி பேசிய இவனிடம் நஸட்ற ஈடாக ஒருகோடி பணம் வாங்கவேண்டும்,0,தமிழனிடம் இப்படி பேசிய இவனிடம் நஸட்ற ஈடாக ஒருகோடி பணம் வாங்கவேண்டும்
3439.0,Tamilaga makkalai kurai sollade kattadavela pakradlendu Yella velayum pakran tamilnadu tamil nada irukanumna tamilanukku matum Vela kudu basa puriyada aalta nee Inna Vela vangi kilikka pora  innada pesriya ollu okra ipadikku nam tamilan seemanin vilutugal,1,
714.0,தமிழ் நாட்டில் 100 பேர் இருக்கிறோம் இங்கு 100 பேருக்கு வேலை வழங்க தேவையான தொழிற்சாலை இருந்தால் போதுமானது ஆனால் வேண்டும் என்றே 200 பேருக்கு வேலை வழங்க கூடிய தொழிற்சாலை ஏன் தமிழ் நாட்டில் அமைக்க வேண்டும் அப்போதுதான் செயற்க்கையான மனித வள பற்றாக்குறை ஏற்படுகிறது அதனால் வடக்கன்ஸ் தமிழ் நாட்டில் குடியேற்றம் நடை பெறுகிறது இது தெரியாமல் தமிழர்கள் குடிக்கு அடிமையாகி விட்டார்கள் சினிமா பின்னாடி சுற்றுகிறார்கள் என்று நம் மீது பழி போட்டு நம்மையே மூளை சலவை செய்கிறார்கள்.தமிழா விழித்து கொள்,0,தமிழ் நாட்டில் பேர் இருக்கிறோம் இங்கு பேருக்கு வேலை வழங்க தேவையான தொழிற்சாலை இருந்தால் போதுமானது ஆனால் வேண்டும் என்றே பேருக்கு வேலை வழங்க கூடிய தொழிற்சாலை ஏன் தமிழ் நாட்டில் அமைக்க வேண்டும் அப்போதுதான் செயற்க்கையான மனித வள பற்றாக்குறை ஏற்படுகிறது வடக்கன்ஸ் தமிழ் நாட்டில் குடியேற்றம் நடை பெறுகிறது தெரியாமல் தமிழர்கள் குடிக்கு அடிமையாகி விட்டார்கள் சினிமா பின்னாடி சுற்றுகிறார்கள் என்று நம் மீது பழி போட்டு நம்மையே மூளை சலவை செய்கிறார்கள்தமிழா விழித்து கொள்
499.0,"Naan Chennai il daan vazhgiren.
Sila vebarighalidamb pesinen.
Solgiraar:tamizharghal somberi aagivittarghal adarku daan nanghal vadakkans vachirukkango.
Sindhiunghal",0,"
 
 
"
6037.0,"Nangal  entha variyum  vangavillai, unmai  therinthal  pesungal, proof  irunthal pesungal, engalitam  proof  ullathu.",0,
3040.0," @ManiKandan-yj4cx  nenga mudhala tamilana bro, ing nadpathai therinjum avanungalukku support pandringa",1,
2883.0,மசூதிகள் உளவு  துறை மூலம்  சங்கிகள் கட்டுப்பாட்டில்,1,மசூதிகள் உளவு துறை மூலம் சங்கிகள் கட்டுப்பாட்டில்
7150.0,எந்தனை நீதிமன்றங்கள் எத்தனை ஜட்ஜ்மெண்ட் கொடுத்தாலும் முதலில் நீங்கள் திருந்துங்கள்.,0,எந்தனை நீதிமன்றங்கள் எத்தனை ஜட்ஜ்மெண்ட் கொடுத்தாலும் முதலில் நீங்கள் திருந்துங்கள்
6864.0,Dharmapuri Agamudaiyar Ezhil,0,
206.0,Itha pathaley sema ganda iruku anna namma oorula ivanunga ownera irukanuga namma innum oruthan kitta kai neeti sambalam vangittu irukom,1,
7438.0,The same way they invite christians sect and muslims sectlike this?,0,
340.0,sowcarpet elite vadakan first landed we celebrated them as pawnbroker now nothing to say,0,
1205.0," @samuraijosh1595  when did odisha, west bengal, jharkhand, bihar are part of North india",0,
4140.0,பிறமொழி பேசும் மக்களிடம் வரவு (கடைகளில் எந்த பொருளும் வாங்காதீர்கள்)செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,1,பிறமொழி பேசும் மக்களிடம் வரவு கடைகளில் எந்த பொருளும் வாங்காதீர்கள்செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே
3998.0,தமிழன் மேலயே நடவடிக்கை எடுங்கயா...👏,0,தமிழன் மேலயே நடவடிக்கை எடுங்கயா
7491.0,வழக்கமாக சைவம் மற்றும் வைணவம் இடையே சண்டை வரும் இப்போது வைணவத்துக்குள்ளயே சண்டை💪👊,0,வழக்கமாக சைவம் வைணவம் இடையே சண்டை வரும் இப்போது வைணவத்துக்குள்ளயே சண்டை
3359.0,super tamilan ini somberiya irukka maatan,0,
1042.0,Next cm should  EPS OPS or  SEEMAN  because they are only tamilans,0,
4218.0,இந்த பயம் எப்போதும் இருக்கனும்...  இனங்கி வாழ்வதை முட்டாள் தனமான எண்ணிணால் இது ஒரு நல்ல உதாரணம்.....,1,பயம் எப்போதும் இருக்கனும் இனங்கி வாழ்வதை முட்டாள் தனமான எண்ணிணால் ஒரு நல்ல உதாரணம்
454.0, your culture is Marying sister.      You telling moral value.....   Why you begging for money here lot of beggers in kerala is yours community..,1,
3843.0,இந்த பிரச்சினைகளை தொடங்கியது அதிமுக வா இல்ல பாஜகா வா என்றுஆராய்ச்சி செய்ய வேண்டும் .,0,பிரச்சினைகளை தொடங்கியது அதிமுக வா இல்ல பாஜகா வா என்றுஆராய்ச்சி செய்ய வேண்டும்
5612.0,முதளாலிகள் அவர்கள் தான் மட்டுமே உயரவேண்டும் என்ற நோக்கத்தில் தான் வடமானித்தான் வேலை செய்கிறான்,0,முதளாலிகள் தான் மட்டுமே உயரவேண்டும் நோக்கத்தில் தான் வடமானித்தான் வேலை செய்கிறான்
3388.0,Dei holy celebration pana native place uh ku poranugaa ithu theriyama 😂...!,0,
1148.0," @RajKumar-sf8dl  good but epo oruthan Avan family ae maranthutu kudikarano Avan Avalo tha kudikalam thapu illa but alavuku merina amuthamum nanji thaan 

More over Avan kudikaradhu Nala tha Avan Vela illama poche nu artham illa owner of the business 10k evan Vela senji irupan vadakan vanthutu 5k ku work panna varuvan owner ku 5k labam so Avan veliya anupitu vadakans uh ulla seathupanga

Vadakans ku padipu selavu illa 5k la Avan 1month ku vendiya porul vangipan chapathi mavu & Hans podhum avangaluku",0,"

 

"
1290.0,"திரைப்படங்களில் மட்டும் தமிழ் பையன்கள் ஹீரோக்களாகத் தெரிகிறார்கள், நிஜ வாழ்க்கையில் தமிழ்ப் பையன்கள் குழந்தைகளைப் போல் இருக்கிறார்கள். தாடி இல்லை, மீசை இல்லை, தைரியம் இல்லை, ஊக்கம் இல்லை, வலிமை இல்லை,",1,திரைப்படங்களில் மட்டும் தமிழ் பையன்கள் ஹீரோக்களாகத் தெரிகிறார்கள் நிஜ வாழ்க்கையில் தமிழ்ப் பையன்கள் குழந்தைகளைப் போல் இருக்கிறார்கள் தாடி மீசை தைரியம் ஊக்கம் வலிமை
3727.0,ஏன் அவங்க நாட்டில் வேலை செய்ய வேண்டியது தானே. இதே நிலமை நீடித்தால் தமிழ்நாடு அழிந்து விடும். வடக்கன்ஸ் நாடு முழுவதும் ஆக்கிரமிப்பு ஆகி விடும்.,1,ஏன் அவங்க நாட்டில் வேலை செய்ய வேண்டியது தானே இதே நிலமை நீடித்தால் தமிழ்நாடு அழிந்து விடும் வடக்கன்ஸ் நாடு முழுவதும் ஆக்கிரமிப்பு ஆகி விடும்
6845.0,கள்ளர் மறவர் கனத்ததொரு அகமுடையார் மெல்ல மெல்ல வெள்ளாளர் ஆகினரே.,0,கள்ளர் மறவர் கனத்ததொரு அகமுடையார் மெல்ல மெல்ல வெள்ளாளர் ஆகினரே
618.0,உங்கள் தமிழ் கடவுள் சோழ வம்சம்   உண்டாக்கியது எல்லாம் வடக்கில் இருந்து வந்தவர்கள் தான்.... போய் சோழர் மெய் கீர்த்தி படிங்க.... தமிழ் நாட்டில் உள்ள பல சமுதாயம் வடக்கில் இருந்து வந்தது தான்....,0,உங்கள் தமிழ் கடவுள் சோழ வம்சம் உண்டாக்கியது எல்லாம் வடக்கில் இருந்து வந்தவர்கள் தான் போய் சோழர் மெய் கீர்த்தி படிங்க தமிழ் நாட்டில் உள்ள பல சமுதாயம் வடக்கில் இருந்து வந்தது தான்
1029.0,​ @krishna-de2jb  maharashtra is peninsular india below vindyas ranges and again sathpura ranges and again ajantha hills,0,
429.0,ஒரே வழிதான் சீமானுக்கு ஓட்டு போட்டா மட்டும் தமிழ்நாடு நமக்கு இல்லைனா ஹிந்தி காரனுக்கு போயிரும் 🚧💯,0,ஒரே வழிதான் சீமானுக்கு ஓட்டு போட்டா மட்டும் தமிழ்நாடு நமக்கு இல்லைனா ஹிந்தி காரனுக்கு போயிரும்
7575.0,"Both swamy should not come to this debate, that itself wrong, as a elders if u r talking like that, its an ashamed one, doing upanyasam what is the use, i feel very sorry to tell.
 Idiot sun TV, against Hinduism especially with brahmins, why u ve attend this debate, conversation, waste
Spoiled our sanadhana dharma, community",1,"
 
"
5428.0,"ஹிந்துகாரன் ல செட்டேல் ஆகிட்டானுங்க தமிழ் நாட்டுல , இனி நம்மதான்  பீகார் போகணும் 😂",1,ஹிந்துகாரன் ல செட்டேல் ஆகிட்டானுங்க தமிழ் நாட்டுல இனி நம்மதான் பீகார் போகணும்
1891.0,Kalambu Kalambu aarundu pochi Kalambu,0,
1742.0,நம் மக்களிடம் ஒற்றுமை  இல்லாத காரணத்தால் தான் மார்வாடி ஆட்டம் போடுகிறார்கள்.,0,நம் மக்களிடம் ஒற்றுமை இல்லாத காரணத்தால் தான் மார்வாடி ஆட்டம் போடுகிறார்கள்
3973.0,மொத்தத்தில் தமிழ் நாட்டில் வேலை இல்லை அதான் இந்த நிலைமை,0,மொத்தத்தில் தமிழ் நாட்டில் வேலை அதான் நிலைமை
3922.0,விளம்பரங்கள் அதிகமாக இருப்பது தந்தி டிவியில் தான்,0,விளம்பரங்கள் அதிகமாக இருப்பது தந்தி டிவியில் தான்
2722.0,Manushana manushana paaka solli ivanga entha ooru la irunthu vanthangalo.. Anga poi solanum.. Aduthava veetla vanthu ukanthu pesakudathu!!,1,
2441.0, @dannosss  bro still they are indian....we are treating them like poor .... That's what Im said...u know lot of south Indians have u ever seen they worked hard like North...no never....,1,
4756.0,"02:20 சரியா சொன்னான் பார் தமிழ்நாட்டுல ரவுடி கிடையாது , இவனுங்களை அடிச்சா நாம பொய் கோர்ட் கேஸ்ன்னு அலையனும்",0,சரியா சொன்னான் பார் தமிழ்நாட்டுல ரவுடி கிடையாது இவனுங்களை அடிச்சா நாம பொய் கோர்ட் கேஸ்ன்னு அலையனும்
6442.0,Cholarhal lankai lakshatheev malatheev inthonashiya Malaysia java sumathra ena pathi ulahai aandarhal ithu ellam entha thinai solla mudiyuma,0,
188.0,"நாங்கள் தமிழர்களைப் பற்றி பேசுகிறோம். எத்தனை தமிழர்கள். பொய்யான தகவல் தர வேண்டாம்.
",0,நாங்கள் தமிழர்களைப் பற்றி பேசுகிறோம் எத்தனை தமிழர்கள் பொய்யான தகவல் தர வேண்டாம்
1245.0, @aravindhrajgowda2446  ley yen kathe bidthidhiya 70% are Tamil folks 😂,0,
4532.0,I guess no one have that right to control certain community population.,1,
1372.0,Next CM seeman Naam Tamil kachi 💥🤩🔥🤩😍🥰🥳💯💥🤩🔥💥🤩🔥💥,0,
6583.0,வேளாளர் சங்க காலத்தில் அது பொதுபெயர்தான் மருக்கவில்லை.ஆனால் 21ம் நூற்றாண்டில் அது சாதிபெயர்..வறாலாறை கேட்டால் இழிவுபடுத்துவது தான் இவரின் நேக்கம் ஆனால் அது உண்மை ஆகாது.நீ கதரு காலம் பதில் சொல்லும் பள்ளரே.,1,வேளாளர் சங்க காலத்தில் அது பொதுபெயர்தான் மருக்கவில்லைஆனால் ம் நூற்றாண்டில் அது சாதிபெயர்வறாலாறை கேட்டால் இழிவுபடுத்துவது தான் இவரின் நேக்கம் ஆனால் அது உண்மை ஆகாதுநீ கதரு காலம் பதில் சொல்லும் பள்ளரே
3113.0,Elloaraiyum manushan ah parungada aven apdirka karanam Vadakan's society and the Government only 💯📌🙂,0,
1335.0, @shadowboy7218  avinga crowd jaasthiya vandha vote rights kudukka koodathunu solllu....vara koodathunu soldrathuku india la irukka endha state peoples kum rigghts illa .... independent country la yaaru endha statela venaalum poi settle aagalaam .....,0,
7239.0,"Pavada inyour religion protestant catholic like howmany sects?
Why difference",0,"
"
1691.0,tamilargal nallavargal.Athunalathan ellarukum ellakaram,0,
267.0,Bro ur efforts are amazing ur videos are different nice wrk keep doing,0,
2557.0,Avungaluku vela kuduthutu nama enga porathu,0,
6149.0,Adeii tamilnadu fulla ipdi than iruku... Innum velia theriyama iruku... Ketta periar nu kadha uduvanuga....intha dmk admk ivanugala olikira varaikum ithu continue a gum.....,1,
5698.0,சீமானின் செயல் விளைவு தான் இது.,0,சீமானின் செயல் விளைவு தான்
2255.0,நம்ம ஊர் இந்த நிலை வந்துவிட்டது. நமக்கு வேண்டும் போதும இன்னும் வேணும்,1,நம்ம ஊர் நிலை வந்துவிட்டது நமக்கு வேண்டும் போதும இன்னும் வேணும்
7332.0,"சொத்துக்காக வந்த பிரிவினை இது. எந்த கோயில்களில், அதிக சொத்து இருக்கிறதோ, அதை தன் கலையில் சேர்த்து கொள்ள, பெரியோர்கள் போட்டியை ஆரம்பித்து, அடுத்த தலைமுறைக்கு தள்ளி விட்டு விட்டார்கள். வேறு ஒன்றும் இல்லை. பெருமாள் சிரித்து கொள்கிறார்.",0,சொத்துக்காக வந்த பிரிவினை எந்த கோயில்களில் அதிக சொத்து இருக்கிறதோ அதை தன் கலையில் சேர்த்து கொள்ள பெரியோர்கள் போட்டியை ஆரம்பித்து அடுத்த தலைமுறைக்கு தள்ளி விட்டு விட்டார்கள் வேறு ஒன்றும் பெருமாள் சிரித்து கொள்கிறார்
5032.0,Thelunganunga Tamil nataye pidichitanunga.modhalla adha padhivu pannunga.,0,
4306.0, @srp5285  டேய் மெண்டல் சைக்கோ பதில் சொல்லத் தெரியலைனா எதையாச்சும் பேசி மலுப்பாதடா உங்க சங்கி கூட்டத்துக்கே இப்படி மலுப்புரதே வேலை நான் கேட்ட கேள்விக்கு சரியான பதில் சொல்லத் தெரியல துப்புக்கெட்ட பயலே,0,டேய் மெண்டல் சைக்கோ பதில் சொல்லத் தெரியலைனா எதையாச்சும் பேசி மலுப்பாதடா உங்க சங்கி கூட்டத்துக்கே இப்படி மலுப்புரதே வேலை நான் கேட்ட கேள்விக்கு சரியான பதில் சொல்லத் தெரியல துப்புக்கெட்ட பயலே
7606.0,​​ @srinivasavaradhan1906 intha mathiri ennam irukkurathala than unga ellar mela irukka mariyathayum poguthu.....Neenga ungalukku ullayeh itha pesi therthu iruntha ipdi oru interview ehh nadathu irukkathu saringala....,0,
7507.0,6 masam nee 6 masam avan ...problem solved,0,
3702.0,நம்மதமிழர்கள்எங்குவேலைக்கும்போனாலும்யாரையும்கெழை‌.கொல்லைசெய்யவில்லைஒழுக்கமாகவேலைசெய்துவருகிறார்கள்அதனால்இதையும்அதையும்முடுச்சுபபோடாதீர்கள்,1,நம்மதமிழர்கள்எங்குவேலைக்கும்போனாலும்யாரையும்கெழைகொல்லைசெய்யவில்லைஒழுக்கமாகவேலைசெய்துவருகிறார்கள்அதனால்இதையும்அதையும்முடுச்சுபபோடாதீர்கள்
1532.0,"Inga Egmore area full ah avanga thaan. 
Tamizhargal aagiya naam avargalai eppo veratti adipom",1,"
"
6524.0,"There is no problem, The Pallar may be called as Vellar. and the Vellar may be called as Pallar.",0,
2955.0,Tamilnadu irrukarvan ellam TASMAC vijai ajith  cinema bothum  Nanga enga territary TN thandamattom,0,
608.0,India as to concentrate on population . Otherwise people’s life will not be valued .,0,
1884.0,இவங்கெல்லாம் அடிக்கிற அடியில் பார்க்கவே பயப்படனும்,1,இவங்கெல்லாம் அடிக்கிற அடியில் பார்க்கவே பயப்படனும்
4957.0,Vanthu vertukulla poi thiturathu Rape pannurathu Ellarume inga vanthuta naanga enga da poga . Oru vertula 10 per na 10 perutha 30 per vantha epdi da venna putungi maari pesuran,1,
4234.0,தமிழரிடம் மட்டுமே வரவு செலவு வைத்துக் கொள்ள வேண்டும்!,1,தமிழரிடம் மட்டுமே வரவு செலவு வைத்துக் கொள்ள வேண்டும்
5236.0,"சம்பளம் குறைவு, அதிகம் வேலை செய்கிறார்கள், நம்மவர்கள் வேலை செய்வதில்லை என்பது நியாயமான பேச்சாகவே இருந்தாலும் அதில் இருக்கும் மிகப் பெரிய ஆபத்தை இதை ஊக்குவிப்பவர்கள் விளங்கிக் கொள்வதில்லை",0,சம்பளம் குறைவு அதிகம் வேலை செய்கிறார்கள் நம்மவர்கள் வேலை செய்வதில்லை நியாயமான பேச்சாகவே இருந்தாலும் அதில் இருக்கும் மிகப் பெரிய ஆபத்தை இதை ஊக்குவிப்பவர்கள் விளங்கிக் கொள்வதில்லை
1751.0,Dai ithu palaiyaa news athai oruthar thatti kaetaru udanae annodaa thumbigal nuuu. Oru bitaaa pottaan paruuu... Angaa thaanda nikkiranoo thumbigal....,0,
670.0,Muthalla thamilan tamilane namburathe illa,0,
4943.0,Take also the interview who lost their job in natives of Western nations and Arabs bcoz of Indians,1,
1239.0," @harigowtham1430  bro, I’m not fully sure with the conditions of dharavi, cause I’ve never visited there. But the condition in TN rn is horrible, we’re not fully taking their jobs, nor changing their political system. I wish we fix it. That’s all my most concern",0,
2985.0,Correct,0,
1482.0,Vaaiyinal pesi pirayosanam illai veluththuvanga vendum,1,
5179.0,நண்பர்களே திருப்பூரில் அதிகமாக இந்திக்காரர்கள் தான் நமக்கு அங்கு வேலை இல்லை உடனடியாக அரசு தலையிட்டு நடவடிக்கை எடுக்க வேண்டும்,1,நண்பர்களே திருப்பூரில் அதிகமாக இந்திக்காரர்கள் தான் நமக்கு அங்கு வேலை உடனடியாக அரசு தலையிட்டு நடவடிக்கை எடுக்க வேண்டும்
2764.0,Konjam kooda vekame illa. Vadakan kita peti yedukura,1,
619.0,Bro naanum Hosur dha bro correct ta sollringa bro adhu TATA company dha,0,
5777.0,தமிழ்நாட்டில் வடக்கன்  கிடையாது அரக்கன்களுக்கு என்ன வேலை அவர்கள் வேலை செய்தால் நாங்கள் குறை சொல்ல மாட்டோம் பான் ப்ராக்கு கஞ்சா வா வா சரக்கு தமிழ்நாட்டை கூவமாக்கி கொண்டு இருக்கிறார்கள் அடுத்து ரோமாபுரி நாடாக ஒரு ஆளுக்கு போகிறது,1,தமிழ்நாட்டில் வடக்கன் கிடையாது அரக்கன்களுக்கு என்ன வேலை வேலை செய்தால் நாங்கள் குறை சொல்ல மாட்டோம் பான் ப்ராக்கு கஞ்சா வா வா சரக்கு தமிழ்நாட்டை கூவமாக்கி கொண்டு இருக்கிறார்கள் அடுத்து ரோமாபுரி நாடாக ஒரு ஆளுக்கு போகிறது
5607.0,If you any one Tamil people work honestly in other state political party for people even you can become CM of that state.,0,
6256.0,​ @dingdong5790  ne muslim or christian ah ilala hindus la yaru vena etho Kovil ku vena polam,0,
245.0,"வடக்கன் தமிழர்களை அடித்து விரட்டும் போது தமிழனை அவன் பாட்டனான் வந்தால் கூட காப்பாற்ற முடியாத நிலை வரும், தமிழா!! விழித்துக்கொள்!!",1,வடக்கன் தமிழர்களை அடித்து விரட்டும் போது தமிழனை அவன் பாட்டனான் வந்தால் கூட காப்பாற்ற முடியாத நிலை வரும் தமிழா விழித்துக்கொள்
337.0,சாதி சண்டை போடறதுக்கும் விஜய் அஜித் பைத்தியமாக இருப்பதற்கும் மட்டும் தான் தமிழர்களுக்கு தெரியும்,0,சாதி சண்டை போடறதுக்கும் விஜய் அஜித் பைத்தியமாக இருப்பதற்கும் மட்டும் தான் தமிழர்களுக்கு தெரியும்
918.0,தமிழ்நாடு தற்போது கவலைக்கிடமாக உள்ளது...😌😌😌,0,தமிழ்நாடு தற்போது கவலைக்கிடமாக
425.0,இந்த வீடியொ சீமான் அண்ணன் பார்வைக்கு  போக வேண்டும்,0,வீடியொ சீமான் அண்ணன் பார்வைக்கு போக வேண்டும்
6650.0,"உங்கள் கருத்தை தொடர்ந்து
பதிவு செய்து வருகிறீர்கள்",0,"உங்கள் கருத்தை தொடர்ந்து
பதிவு செய்து வருகிறீர்கள்"
6465.0,Dai Periyar kalaingar ttamil thorgida,1,
584.0,12th padichitta velaiku edukuranga Inga degree padicha velaiku eduka matranga 🤐😥,0,
1519.0,dhayavu seithu jathi madham inimel parkkathir.indha indhikkararagalai virattum varai.,1,
3210.0,Stalin than vararu vidiyal thara poraru😆😆,0,
6891.0,ஏங்க நான் துளுவ வேளாளர் தான் நாங்க அப்ப அகமுடையாரா?,0,ஏங்க நான் துளுவ வேளாளர் தான் நாங்க அப்ப அகமுடையாரா
7388.0,Sun TV is promoting fued in topic they dont believe. Will they bring CSI and RC and conduct an arguement ? These old men should not have gone to Sun tV,0,
7059.0,மனிதனின் எந்த உறுப்பை வைத்து ஜாதியை பிரித்தார்கள் என்று தயவுசெய்து விளக்குங்கள் .என்று தான் மனிதனாக போறீங்களொ .சம்பிரதாயங்களை மூலதனமாக வைத்து தந்திரமான கட்டு கதைகளை எழுதி ஜாதியை பிரித்த முட்டா பயலுகள என்று தான் அடையாளம் காண போரீங்களொ .மனிதனாகுங்கடா.,0,மனிதனின் எந்த உறுப்பை வைத்து ஜாதியை பிரித்தார்கள் என்று தயவுசெய்து விளக்குங்கள் என்று தான் மனிதனாக போறீங்களொ சம்பிரதாயங்களை மூலதனமாக வைத்து தந்திரமான கட்டு கதைகளை எழுதி ஜாதியை பிரித்த முட்டா பயலுகள என்று தான் அடையாளம் காண போரீங்களொ மனிதனாகுங்கடா
7018.0,"எந்த சாதிக்கும் அரசு பட்டத்தை வைத்து சாதி சான்றிதழ் தருவது இல்லை குறிப்பு தேவர் என்று இதுவரை எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது இல்லை. பிள்ளை, கவுண்டர், முதலியார் என்று எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது இல்லை.

 ஆனால் துளுவ வேளாளர்களுக்கு துளுவ வேளாளர் என்று தான் சாதி சான்றிதழ் தருகிறது.",0,"எந்த சாதிக்கும் அரசு பட்டத்தை வைத்து சாதி சான்றிதழ் தருவது குறிப்பு தேவர் என்று இதுவரை எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது பிள்ளை கவுண்டர் முதலியார் என்று எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது இல்லை

 ஆனால் துளுவ வேளாளர்களுக்கு துளுவ வேளாளர் என்று தான் சாதி சான்றிதழ் தருகிறது"
3597.0,தந்தி TV ல இருக்க எல்லாரு இந்தி வாலா போல அதான் கூட்டு நாடகம் போடுறானு,1,தந்தி ல இருக்க எல்லாரு இந்தி வாலா போல அதான் கூட்டு நாடகம் போடுறானு
3287.0,apo nee bihar ku poi avanoda edatha aataya potru😂,1,
354.0,ஹிந்தி காரர்களை நம் நாட்டை விட்டுப் பழகுங்கள் துரத்துங்கள் முதல்வர் ஐயா,1,ஹிந்தி காரர்களை நம் நாட்டை விட்டுப் பழகுங்கள் துரத்துங்கள் முதல்வர் ஐயா
5065.0,அப்புறம் எதற்கு தனி தனி நாடு ? எல்லோரும் மனிதர்கள்தானே ?,0,அப்புறம் எதற்கு தனி தனி நாடு எல்லோரும் மனிதர்கள்தானே
